SatVenus.ElapsedSecs,SatVenus.ElapsedDays,SatVenus.VenusMJ2000Eq.X,SatVenus.VenusMJ2000Eq.Y,SatVenus.VenusMJ2000Eq.Z,SatVenus.VenusMJ2000Eq.VX,SatVenus.VenusMJ2000Eq.VY,SatVenus.VenusMJ2000Eq.VZ,SatVenus.Venus.VelApoapsis,SatVenus.Venus.VelPeriapsis,SatVenus.Venus.SMA,SatVenus.Venus.RadPer,SatVenus.Venus.ECC,SatVenus.VenusMJ2000Eq.INC,SatVenus.VenusMJ2000Eq.RAAN,SatVenus.VenusMJ2000Eq.AOP,SatVenus.Venus.OrbitPeriod,SatVenus.Venus.TA
0,0,217.4770816,-1406.651416,8072.298198,1.282806591,-8.297249965,-1.480411133,0.772157906,8.525348489,49348.744,8196.826378,0.8339,90,98.7887,100,120850.0517,0
59.99999988,0.000694444,294.1874932,-1902.817764,7974.939334,1.273759104,-8.238730422,-1.764185117,0.772157978,8.525348454,49348.73963,8196.82638,0.833899985,90,98.7887,100.0000006,120850.0356,3.573418931
255.173807,0.002953401,538.6232098,-3483.838827,7543.597474,1.226800732,-7.935001584,-2.641293202,0.772158099,8.525348382,49348.7323,8196.826405,0.83389996,90,98.7887,100.0000029,120850.0087,15.04734894
469.9263864,0.005438963,794.2313998,-5137.123945,6883.96495,1.150146309,-7.439197375,-3.47453643,0.77215803,8.525348375,49348.73674,8196.826479,0.833899974,90,98.7887,100.0000061,120850.025,27.05685054
697.6699425,0.008074884,1045.212,-6760.477609,6010.081084,1.052113802,-6.805118769,-4.165531788,0.772157739,8.525348437,49348.75497,8196.82662,0.833900032,90,98.7887,100.0000104,120850.092,38.69860617
970.374361,0.011231185,1315.279469,-8507.285982,4790.484321,0.928700212,-6.006874191,-4.735290055,0.772157143,8.525348581,49348.79226,8196.826881,0.833900152,90,98.7887,100.0000172,120850.229,50.90439284
1222.487248,0.014149158,1535.532398,-9931.891705,3552.640712,0.820041059,-5.30406197,-5.0561245,0.772156408,8.525348759,49348.8382,8196.8272,0.8339003,90,98.7887,100.0000249,120850.3977,60.53145427
1484.962503,0.017187066,1737.126453,-11235.811,2198.926587,0.718186758,-4.645263832,-5.237336079,0.772155513,8.52534898,49348.8941,8196.827583,0.833900481,90,98.7887,100.000034,120850.6031,69.05359659
1775.764,0.020552824,1931.385032,-12492.28411,662.0416066,0.620459865,-4.013161947,-5.3155562,0.772154423,8.525349268,49348.96207,8196.828013,0.833900701,90,98.7887,100.0000448,120850.8527,77.00189729
2109.121893,0.024411133,2122.085306,-13725.74195,-1110.741743,0.526686879,-3.406634107,-5.307124102,0.772153104,8.525349676,49349.04403,8196.828424,0.833900968,90,98.7887,100.0000573,120851.1538,84.57237343
2499.193528,0.028925851,2309.523488,-14938.10043,-3166.360088,0.437682905,-2.830952456,-5.223163914,0.772151523,8.525350311,49349.14141,8196.828647,0.833901292,89.99999999,98.7887,100.000071,120851.5115,91.83098268
2956.031645,0.034213329,2489.905564,-16104.8197,-5520.173999,0.355426989,-2.298917532,-5.076167535,0.772149673,8.525351369,49349.25349,8196.828328,0.833901675,89.99999998,98.78869999,100.0000844,120851.9232,98.7132517
3487.502297,0.04036461,2658.286339,-17193.91402,-8166.737075,0.281497901,-1.820740899,-4.881369793,0.772147568,8.525353178,49349.3776,8196.82685,0.833902123,89.99999996,98.78869998,100.0000948,120852.3791,105.1453323
4110.515637,0.047575412,2812.182251,-18189.31959,-11135.66445,0.215630826,-1.394709714,-4.65060574,0.772145186,8.525356315,49349.51164,8196.823168,0.833902649,89.99999991,98.78869996,100.0000981,120852.8715,111.1747096
4854.884005,0.056190787,2949.6909,-19078.73159,-14499.21292,0.156760364,-1.013932917,-4.390309856,0.772142465,8.525361812,49349.65373,8196.815436,0.833903284,89.99999983,98.78869991,100.0000882,120853.3935,116.9080807
5762.034267,0.066690211,3066.72341,-19835.70297,-18349.48345,0.104054027,-0.673025937,-4.104212691,0.772139299,8.525371514,49349.79993,8196.800345,0.833904082,89.99999969,98.78869978,100.0000546,120853.9305,122.4338682
6816.951732,0.078899904,3151.749387,-20385.65458,-22521.8335,0.059523844,-0.385002647,-3.813031303,0.772135753,8.525387456,49349.93431,8196.774089,0.833905066,89.99999945,98.78869954,99.99998579,120854.4241,127.5132957
8046.375898,0.093129351,3200.568084,-20701.41573,-27025.52063,0.021919166,-0.141773778,-3.521088891,0.772131691,8.525412902,49350.04658,8196.730772,0.833906321,89.99999907,98.78869909,99.99986692,120854.8366,132.2210183
