SatVenus.ElapsedSecs,SatVenus.ElapsedDays,SatVenus.VenusMJ2000Eq.X,SatVenus.VenusMJ2000Eq.Y,SatVenus.VenusMJ2000Eq.Z,SatVenus.VenusMJ2000Eq.VX,SatVenus.VenusMJ2000Eq.VY,SatVenus.VenusMJ2000Eq.VZ,SatVenus.Venus.VelApoapsis,SatVenus.Venus.VelPeriapsis,SatVenus.Venus.SMA,SatVenus.Venus.RadPer,SatVenus.Venus.ECC,SatVenus.VenusMJ2000Eq.INC,SatVenus.VenusMJ2000Eq.RAAN,SatVenus.VenusMJ2000Eq.AOP,SatVenus.Venus.OrbitPeriod,SatVenus.Venus.TA
0,0,217.4771094,-1406.651596,8072.298165,1.282806588,-8.297249947,-1.480411236,0.772157906,8.525348489,49348.744,8196.826378,0.8339,90,98.7887,100,120850.0517,8.54E-07
59.99999988,0.000694444,294.1875209,-1902.817942,7974.939296,1.273759101,-8.238730397,-1.764185219,0.772157978,8.525348454,49348.73963,8196.82638,0.833899985,90,98.7887,100.0000006,120850.0356,3.573420222
254.1984112,0.002942111,537.4264761,-3476.098301,7546.171703,1.227096079,-7.936911906,-2.637151452,0.772158099,8.525348382,49348.73231,8196.826405,0.83389996,90,98.7887,100.0000029,120850.0088,14.99101605
468.8928776,0.005427001,793.0425239,-5129.434243,6887.553977,1.150561563,-7.441883254,-3.470933602,0.772158031,8.525348375,49348.73668,8196.826478,0.833899973,90,98.7887,100.000006,120850.0248,27.00122851
696.5000123,0.008061343,1043.980816,-6752.514252,6014.952605,1.052639852,-6.808521287,-4.16250393,0.772157741,8.525348437,49348.75484,8196.826619,0.833900032,90,98.7887,100.0000104,120850.0915,38.64209677
969.4643993,0.011220653,1314.434222,-8501.81889,4794.792477,0.929106895,-6.009504633,-4.733807699,0.772157145,8.525348581,49348.79212,8196.82688,0.833900152,90,98.7887,100.0000172,120850.2284,50.86684314
1221.609276,0.014138996,1534.812284,-9927.233978,3557.079368,0.820402728,-5.306401258,-5.055287015,0.77215641,8.525348759,49348.83802,8196.827199,0.8339003,90,98.7887,100.0000249,120850.3971,60.5005079
1484.013991,0.017176088,1736.445097,-11231.40396,2203.893942,0.718531538,-4.647493879,-5.236899063,0.772155516,8.525348979,49348.89388,8196.827581,0.83390048,90,98.7887,100.000034,120850.6023,69.02526801
1774.693493,0.020540434,1930.720661,-12487.98693,667.7317687,0.620791132,-4.015304598,-5.315442139,0.772154428,8.525349266,49348.96181,8196.828011,0.8339007,90,98.7887,100.0000448,120850.8518,76.97513846
2107.87892,0.024396747,2121.430463,-13721.5064,-1104.145146,0.527003776,-3.408683814,-5.307289503,0.772153109,8.525349674,49349.04372,8196.828423,0.833900967,90,98.7887,100.0000573,120851.1527,84.54672953
2497.73319,0.028908949,2308.884115,-14933.96494,-3158.732318,0.437980477,-2.83287716,-5.223571447,0.772151529,8.525350308,49349.14105,8196.828647,0.83390129,89.99999999,98.7887,100.000071,120851.5102,91.80645901
2954.329052,0.034193623,2489.300194,-16100.90414,-5511.530951,0.355697482,-2.300667093,-5.076766826,0.77214968,8.525351364,49349.25308,8196.828331,0.833901674,89.99999998,98.78869999,100.0000844,120851.9217,98.69021587
3485.519436,0.04034166,2657.727935,-17190.30224,-8157.057373,0.2817392,-1.822301629,-4.882110745,0.772147575,8.52535317,49349.37715,8196.826858,0.833902121,89.99999996,98.78869998,100.0000947,120852.3775,105.1238319
4108.172858,0.047548297,2811.676828,-18186.05049,-11124.76821,0.215845927,-1.396100996,-4.651457157,0.772145195,8.525356301,49349.51116,8196.823186,0.833902647,89.99999991,98.78869996,100.0000981,120852.8697,111.1544318
4852.052442,0.056158014,2949.246753,-19075.85883,-14486.78024,0.156953249,-1.015180511,-4.391257658,0.772142475,8.525361787,49349.65323,8196.815473,0.833903281,89.99999983,98.78869991,100.0000883,120853.3916,116.8886241
5758.750151,0.066652201,3066.381419,-19833.49096,-18336.00323,0.104216787,-0.674078676,-4.105186259,0.77213931,8.525371472,49349.79945,8196.800412,0.833904079,89.99999969,98.78869978,100.0000548,120853.9287,122.4160815
6813.133585,0.078855713,3151.521855,-20384.1829,-22507.27299,0.059661147,-0.385890725,-3.814012179,0.772135765,8.525387389,49349.93389,8196.774201,0.833905062,89.99999945,98.78869955,99.99998609,120854.4226,127.4968995
8041.917321,0.093077747,3200.470098,-20700.78195,-27009.81947,0.022035182,-0.142524177,-3.522068293,0.772131706,8.525412796,49350.04626,8196.730955,0.833906317,89.99999907,98.78869909,99.99986742,120854.8354,132.2057437
9479.482677,0.109716235,3208.050931,-20749.81446,-31858.31182,-0.009754073,0.063090351,-3.231344805,0.772126906,8.525452382,49350.12388,8196.662227,0.833907971,89.99999848,98.78869826,99.99967997,120855.1205,136.6132877
11166.30976,0.129239696,3167.734865,-20489.04713,-37058.83692,-0.036557937,0.236459254,-2.942862484,0.77212102,8.525512718,49350.15081,8196.556215,0.833910209,89.9999976,98.78869679,99.99940078,120855.2194,140.7758734
13150.02912,0.152199411,3071.63778,-19867.48468,-42604.95336,-0.059046356,0.381915829,-2.656966137,0.77211354,8.52560279,49350.10755,8196.396811,0.833913294,89.9999963,98.78869425,99.99900311,120855.0605,144.7402947
15483.59596,0.179208287,2910.764962,-18826.94813,-48465.32957,-0.077728698,0.502754757,-2.37381338,0.772103755,8.525734359,49349.9714,8196.162969,0.833917574,89.99999445,98.78868995,99.99845835,120854.5604,148.5428686
18183.59596,0.210458287,2679.291095,-17329.75793,-54490.87368,-0.092812899,0.600321052,-2.09723316,0.772090933,8.525918992,49349.72223,8195.834029,0.833923401,89.99999199,98.78868298,99.997751,120853.6451,152.1636074
20883.59596,0.241708287,2413.569117,-15611.04642,-59825.56005,-0.103421567,0.668939594,-1.859925241,0.772076443,8.526135205,49349.39696,8195.448391,0.833930121,89.99998928,98.78867369,99.99698824,120852.4502,155.2120301
23583.59596,0.272958287,2123.482109,-13734.73729,-64560.30411,-0.111047284,0.718264472,-1.651433249,0.772060329,8.526379252,49349.01439,8195.012925,0.833937658,89.99998649,98.78866194,99.99619407,120851.0449,157.8551203
26283.59596,0.304208287,1815.792994,-11744.57294,-68762.88885,-0.116574544,0.754016607,-1.464775125,0.772042709,8.526647176,49348.58998,8194.534833,0.833945917,89.99998374,98.7886477,99.99538836,120849.4859,160.1991925
28983.59596,0.335458287,1495.362131,-9671.989943,-72485.31361,-0.120559519,0.779793329,-1.295075949,0.772023746,8.526934935,49348.13668,8194.021428,0.833954796,89.99998118,98.78863098,99.99458738,120847.8208,162.3158881
31683.59596,0.366708287,1165.826855,-7540.514347,-75768.35649,-0.12336821,0.797961927,-1.138803046,0.772003634,8.527238493,49347.66554,8193.479985,0.833964183,89.99997893,98.78861186,99.99380427,120846.0902,164.2557218
34383.59596,0.397958287,830.0057574,-5368.376586,-78644.53759,-0.125250068,0.81013585,-0.993314035,0.771982582,8.527553874,49347.18612,8192.917645,0.833973965,89.99997713,98.78859048,99.99304941,120844.3291,166.0556735
37083.59596,0.429208287,490.1520306,-3170.15012,-81140.11639,-0.126379689,0.817444363,-0.856577036,0.771960811,8.527877208,49346.70676,8192.341351,0.833984031,89.99997587,98.78856705,99.99233079,120842.5683,167.743699
39783.59596,0.460458287,148.1193468,-957.8243671,-83276.47975,-0.126881606,0.820692925,-0.726990407,0.771938544,8.528204757,49346.23483,8191.757794,0.833994269,89.99997523,98.78854179,99.99165428,120840.8348,169.3415416
42483.59596,0.491708287,-194.5252785,1258.465296,-85071.13067,-0.126845635,0.820462445,-0.603262455,0.771916003,8.52853294,49345.77691,8191.173375,0.834004572,89.99997528,98.78851499,99.99102383,120839.1527,170.8665599
45183.59596,0.522958287,-536.421943,3469.923038,-86538.40671,-0.12633668,0.817172701,-0.484328619,0.771893404,8.528858348,49345.33884,8190.594177,0.834014836,89.99997606,98.78848696,99.99044174,120837.5436,172.3329579
47883.59596,0.554208287,-876.3598565,5668.717411,-87690.00966,-0.125401152,0.811123847,-0.369292771,0.771870956,8.529177763,49344.92592,8190.025941,0.834024962,89.9999776,98.78845804,99.98990877,120836.0268,173.7526427
50583.59596,0.585458287,-1213.233549,7847.698104,-88535.39965,-0.124071231,0.802523996,-0.257384438,0.771848857,8.529488166,49344.54289,8189.474042,0.834034859,89.99997988,98.78842861,99.98942436,120834.6199,175.13584
53283.59596,0.616708287,-1546.008546,10000.17392,-89082.08913,-0.122367708,0.791507591,-0.147926708,0.771827295,8.529786754,49344.19407,8188.943472,0.834044438,89.99998289,98.78839904,99.98898674,120833.3386,176.4915525
